"","Year","Route","Stop","Species","Freq","Pres","Yr.q"
"5821","2005","500993","1","crucifer",2,"1",-1
"5822","2005","500993","2","crucifer",2,"1",-1
"5823","2005","500993","3","crucifer",1,"1",-1
"5824","2005","500993","4","crucifer",2,"1",-1
"5825","2005","500993","5","crucifer",1,"1",-1
"5826","2005","500993","6","crucifer",2,"1",-1
"5827","2005","500993","7","crucifer",2,"1",-1
"5828","2005","500993","8","crucifer",1,"1",-1
"5829","2005","500993","9","crucifer",1,"1",-1
"5830","2005","500993","10","crucifer",1,"1",-1
"5831","2005","501022","1","crucifer",1,"1",-1
"5832","2005","501022","2","crucifer",1,"1",-1
"5833","2005","501022","3","crucifer",1,"1",-1
"5834","2005","501022","4","crucifer",1,"1",-1
"5835","2005","501022","5","crucifer",1,"1",-1
"5836","2005","501022","6","crucifer",1,"1",-1
"5837","2005","501022","7","crucifer",1,"1",-1
"5838","2005","501022","8","crucifer",1,"1",-1
"5839","2005","501022","9","crucifer",1,"1",-1
"5840","2005","501022","10","crucifer",0,"0",-1
"5841","2005","501023","1","crucifer",2,"1",-1
"5842","2005","501023","2","crucifer",2,"1",-1
"5843","2005","501023","3","crucifer",2,"1",-1
"5844","2005","501023","4","crucifer",1,"1",-1
"5845","2005","501023","5","crucifer",2,"1",-1
"5846","2005","501023","6","crucifer",2,"1",-1
"5847","2005","501023","7","crucifer",1,"1",-1
"5848","2005","501023","8","crucifer",1,"1",-1
"5849","2005","501023","9","crucifer",2,"1",-1
"5850","2005","501023","10","crucifer",1,"1",-1
"5851","2005","501029","1","crucifer",0,"0",-1
"5852","2005","501029","2","crucifer",0,"0",-1
"5853","2005","501029","3","crucifer",0,"0",-1
"5854","2005","501029","4","crucifer",0,"0",-1
"5855","2005","501029","5","crucifer",0,"0",-1
"5856","2005","501029","6","crucifer",0,"0",-1
"5857","2005","501029","7","crucifer",0,"0",-1
"5858","2005","501029","8","crucifer",0,"0",-1
"5859","2005","501029","9","crucifer",0,"0",-1
"5860","2005","501029","10","crucifer",0,"0",-1
"5861","2005","501034","1","crucifer",0,"0",-1
"5862","2005","501034","2","crucifer",0,"0",-1
"5863","2005","501034","3","crucifer",0,"0",-1
"5864","2005","501034","4","crucifer",0,"0",-1
"5865","2005","501034","5","crucifer",1,"1",-1
"5866","2005","501034","6","crucifer",0,"0",-1
"5867","2005","501034","7","crucifer",0,"0",-1
"5868","2005","501034","8","crucifer",0,"0",-1
"5869","2005","501034","9","crucifer",0,"0",-1
"5870","2005","501034","10","crucifer",0,"0",-1
"5871","2005","501122","1","crucifer",1,"1",-1
"5872","2005","501122","2","crucifer",1,"1",-1
"5873","2005","501122","3","crucifer",1,"1",-1
"5874","2005","501122","4","crucifer",1,"1",-1
"5875","2005","501122","5","crucifer",1,"1",-1
"5876","2005","501122","6","crucifer",1,"1",-1
"5877","2005","501122","7","crucifer",1,"1",-1
"5878","2005","501122","8","crucifer",1,"1",-1
"5879","2005","501122","9","crucifer",1,"1",-1
"5880","2005","501122","10","crucifer",0,"0",-1
"5881","2005","501229","1","crucifer",0,"0",-1
"5882","2005","501229","2","crucifer",0,"0",-1
"5883","2005","501229","3","crucifer",0,"0",-1
"5884","2005","501229","4","crucifer",0,"0",-1
"5885","2005","501229","5","crucifer",0,"0",-1
"5886","2005","501229","6","crucifer",0,"0",-1
"5887","2005","501229","7","crucifer",0,"0",-1
"5888","2005","501229","8","crucifer",0,"0",-1
"5889","2005","501229","9","crucifer",0,"0",-1
"5890","2005","501229","10","crucifer",0,"0",-1
"5891","2009","500107","1","crucifer",0,"0",3
"5892","2009","500107","2","crucifer",1,"1",3
"5893","2009","500107","3","crucifer",1,"1",3
"5894","2009","500107","4","crucifer",1,"1",3
"5895","2009","500107","5","crucifer",1,"1",3
"5896","2009","500107","6","crucifer",0,"0",3
"5897","2009","500107","7","crucifer",1,"1",3
"5898","2009","500107","8","crucifer",1,"1",3
"5899","2009","500107","9","crucifer",1,"1",3
"5900","2009","500107","10","crucifer",0,"0",3
"5901","2009","500109","1","crucifer",2,"1",3
"5902","2009","500109","2","crucifer",2,"1",3
"5903","2009","500109","3","crucifer",2,"1",3
"5904","2009","500109","4","crucifer",2,"1",3
"5905","2009","500109","5","crucifer",2,"1",3
"5906","2009","500109","6","crucifer",2,"1",3
"5907","2009","500109","7","crucifer",2,"1",3
"5908","2009","500109","8","crucifer",2,"1",3
"5909","2009","500109","9","crucifer",2,"1",3
"5910","2009","500109","10","crucifer",2,"1",3
"5911","2009","500111","1","crucifer",1,"1",3
"5912","2009","500111","2","crucifer",2,"1",3
"5913","2009","500111","3","crucifer",1,"1",3
"5914","2009","500111","4","crucifer",2,"1",3
"5915","2009","500111","5","crucifer",2,"1",3
"5916","2009","500111","6","crucifer",2,"1",3
"5917","2009","500111","7","crucifer",2,"1",3
"5918","2009","500111","8","crucifer",1,"1",3
"5919","2009","500111","9","crucifer",2,"1",3
"5920","2009","500111","10","crucifer",2,"1",3
"5921","2009","500114","1","crucifer",0,"0",3
"5922","2009","500114","2","crucifer",0,"0",3
"5923","2009","500114","3","crucifer",0,"0",3
"5924","2009","500114","4","crucifer",0,"0",3
"5925","2009","500114","5","crucifer",0,"0",3
"5926","2009","500114","6","crucifer",0,"0",3
"5927","2009","500114","7","crucifer",0,"0",3
"5928","2009","500114","8","crucifer",0,"0",3
"5929","2009","500114","9","crucifer",1,"1",3
"5930","2009","500114","10","crucifer",0,"0",3
"5931","2009","500116","1","crucifer",1,"1",3
"5932","2009","500116","2","crucifer",1,"1",3
"5933","2009","500116","3","crucifer",1,"1",3
"5934","2009","500116","4","crucifer",2,"1",3
"5935","2009","500116","5","crucifer",2,"1",3
"5936","2009","500116","6","crucifer",1,"1",3
"5937","2009","500116","7","crucifer",2,"1",3
"5938","2009","500116","8","crucifer",1,"1",3
"5939","2009","500116","9","crucifer",0,"0",3
"5940","2009","500116","10","crucifer",1,"1",3
"5941","2009","500119","1","crucifer",0,"0",3
"5942","2009","500119","2","crucifer",2,"1",3
"5943","2009","500119","3","crucifer",0,"0",3
"5944","2009","500119","4","crucifer",2,"1",3
"5945","2009","500119","5","crucifer",1,"1",3
"5946","2009","500119","6","crucifer",1,"1",3
"5947","2009","500119","7","crucifer",1,"1",3
"5948","2009","500119","8","crucifer",1,"1",3
"5949","2009","500119","9","crucifer",2,"1",3
"5950","2009","500119","10","crucifer",1,"1",3
"5951","2009","500121","1","crucifer",0,"0",3
"5952","2009","500121","2","crucifer",0,"0",3
"5953","2009","500121","3","crucifer",0,"0",3
"5954","2009","500121","4","crucifer",0,"0",3
"5955","2009","500121","5","crucifer",0,"0",3
"5956","2009","500121","6","crucifer",0,"0",3
"5957","2009","500121","7","crucifer",0,"0",3
"5958","2009","500121","8","crucifer",0,"0",3
"5959","2009","500121","9","crucifer",0,"0",3
"5960","2009","500121","10","crucifer",0,"0",3
"5961","2009","500122","1","crucifer",1,"1",3
"5962","2009","500122","2","crucifer",1,"1",3
"5963","2009","500122","3","crucifer",0,"0",3
"5964","2009","500122","4","crucifer",1,"1",3
"5965","2009","500122","5","crucifer",0,"0",3
"5966","2009","500122","6","crucifer",1,"1",3
"5967","2009","500122","7","crucifer",0,"0",3
"5968","2009","500122","8","crucifer",1,"1",3
"5969","2009","500122","9","crucifer",0,"0",3
"5970","2009","500122","10","crucifer",0,"0",3
"5971","2009","500126","1","crucifer",0,"0",3
"5972","2009","500126","2","crucifer",1,"1",3
"5973","2009","500126","3","crucifer",0,"0",3
"5974","2009","500126","4","crucifer",1,"1",3
"5975","2009","500126","5","crucifer",2,"1",3
"5976","2009","500126","6","crucifer",1,"1",3
"5977","2009","500126","7","crucifer",0,"0",3
"5978","2009","500126","8","crucifer",0,"0",3
"5979","2009","500126","9","crucifer",2,"1",3
"5980","2009","500126","10","crucifer",1,"1",3
"5981","2009","500128","1","crucifer",0,"0",3
"5982","2009","500128","2","crucifer",0,"0",3
"5983","2009","500128","3","crucifer",0,"0",3
"5984","2009","500128","4","crucifer",0,"0",3
"5985","2009","500128","5","crucifer",0,"0",3
"5986","2009","500128","6","crucifer",0,"0",3
"5987","2009","500128","7","crucifer",0,"0",3
"5988","2009","500128","8","crucifer",0,"0",3
"5989","2009","500128","9","crucifer",0,"0",3
"5990","2009","500128","10","crucifer",0,"0",3
"5991","2009","500129","1","crucifer",1,"1",3
"5992","2009","500129","2","crucifer",1,"1",3
"5993","2009","500129","3","crucifer",1,"1",3
"5994","2009","500129","4","crucifer",1,"1",3
"5995","2009","500129","5","crucifer",1,"1",3
"5996","2009","500129","6","crucifer",1,"1",3
"5997","2009","500129","7","crucifer",0,"0",3
"5998","2009","500129","8","crucifer",0,"0",3
"5999","2009","500129","9","crucifer",0,"0",3
"6000","2009","500129","10","crucifer",0,"0",3
"6001","2009","500130","1","crucifer",2,"1",3
"6002","2009","500130","2","crucifer",0,"0",3
"6003","2009","500130","3","crucifer",0,"0",3
"6004","2009","500130","4","crucifer",0,"0",3
"6005","2009","500130","5","crucifer",0,"0",3
"6006","2009","500130","6","crucifer",0,"0",3
"6007","2009","500130","7","crucifer",0,"0",3
"6008","2009","500130","8","crucifer",0,"0",3
"6009","2009","500130","9","crucifer",0,"0",3
"6010","2009","500130","10","crucifer",0,"0",3
"6011","2009","500132","1","crucifer",0,"0",3
"6012","2009","500132","2","crucifer",0,"0",3
"6013","2009","500132","3","crucifer",0,"0",3
"6014","2009","500132","4","crucifer",0,"0",3
"6015","2009","500132","5","crucifer",0,"0",3
"6016","2009","500132","6","crucifer",0,"0",3
"6017","2009","500132","7","crucifer",0,"0",3
"6018","2009","500132","8","crucifer",0,"0",3
"6019","2009","500132","9","crucifer",0,"0",3
"6020","2009","500132","10","crucifer",0,"0",3
"6021","2009","500133","1","crucifer",0,"0",3
"6022","2009","500133","2","crucifer",1,"1",3
"6023","2009","500133","3","crucifer",0,"0",3
"6024","2009","500133","4","crucifer",1,"1",3
"6025","2009","500133","5","crucifer",1,"1",3
"6026","2009","500133","6","crucifer",0,"0",3
"6027","2009","500133","7","crucifer",0,"0",3
"6028","2009","500133","8","crucifer",0,"0",3
"6029","2009","500133","9","crucifer",0,"0",3
"6030","2009","500133","10","crucifer",0,"0",3
"6031","2009","500134","1","crucifer",0,"0",3
"6032","2009","500134","2","crucifer",0,"0",3
"6033","2009","500134","3","crucifer",1,"1",3
"6034","2009","500134","4","crucifer",0,"0",3
"6035","2009","500134","5","crucifer",0,"0",3
"6036","2009","500134","6","crucifer",0,"0",3
"6037","2009","500134","7","crucifer",1,"1",3
"6038","2009","500134","8","crucifer",0,"0",3
"6039","2009","500134","9","crucifer",0,"0",3
"6040","2009","500134","10","crucifer",0,"0",3
"6041","2009","500173","1","crucifer",1,"1",3
"6042","2009","500173","2","crucifer",2,"1",3
"6043","2009","500173","3","crucifer",1,"1",3
"6044","2009","500173","4","crucifer",2,"1",3
"6045","2009","500173","5","crucifer",2,"1",3
"6046","2009","500173","6","crucifer",2,"1",3
"6047","2009","500173","7","crucifer",2,"1",3
"6048","2009","500173","8","crucifer",2,"1",3
"6049","2009","500173","9","crucifer",2,"1",3
"6050","2009","500173","10","crucifer",1,"1",3
"6051","2009","500191","1","crucifer",2,"1",3
"6052","2009","500191","2","crucifer",0,"0",3
"6053","2009","500191","3","crucifer",1,"1",3
"6054","2009","500191","4","crucifer",1,"1",3
"6055","2009","500191","5","crucifer",0,"0",3
"6056","2009","500191","6","crucifer",0,"0",3
"6057","2009","500191","7","crucifer",0,"0",3
"6058","2009","500191","8","crucifer",0,"0",3
"6059","2009","500191","9","crucifer",0,"0",3
"6060","2009","500191","10","crucifer",0,"0",3
"6061","2009","500195","1","crucifer",0,"0",3
"6062","2009","500195","2","crucifer",0,"0",3
"6063","2009","500195","3","crucifer",0,"0",3
"6064","2009","500195","4","crucifer",0,"0",3
"6065","2009","500195","5","crucifer",0,"0",3
"6066","2009","500195","6","crucifer",0,"0",3
"6067","2009","500195","7","crucifer",0,"0",3
"6068","2009","500195","8","crucifer",0,"0",3
"6069","2009","500195","9","crucifer",0,"0",3
"6070","2009","500195","10","crucifer",0,"0",3
"6071","2009","500204","1","crucifer",0,"0",3
"6072","2009","500204","2","crucifer",0,"0",3
"6073","2009","500204","3","crucifer",0,"0",3
"6074","2009","500204","4","crucifer",0,"0",3
"6075","2009","500204","5","crucifer",0,"0",3
"6076","2009","500204","6","crucifer",0,"0",3
"6077","2009","500204","7","crucifer",0,"0",3
"6078","2009","500204","8","crucifer",1,"1",3
"6079","2009","500204","9","crucifer",0,"0",3
"6080","2009","500204","10","crucifer",0,"0",3
"6081","2009","500205","1","crucifer",0,"0",3
"6082","2009","500205","2","crucifer",1,"1",3
"6083","2009","500205","3","crucifer",0,"0",3
"6084","2009","500205","4","crucifer",0,"0",3
"6085","2009","500205","5","crucifer",0,"0",3
"6086","2009","500205","6","crucifer",1,"1",3
"6087","2009","500205","7","crucifer",0,"0",3
"6088","2009","500205","8","crucifer",0,"0",3
"6089","2009","500205","9","crucifer",0,"0",3
"6090","2009","500205","10","crucifer",0,"0",3
"6091","2009","500208","1","crucifer",0,"0",3
"6092","2009","500208","2","crucifer",1,"1",3
"6093","2009","500208","3","crucifer",2,"1",3
"6094","2009","500208","4","crucifer",1,"1",3
"6095","2009","500208","5","crucifer",1,"1",3
"6096","2009","500208","6","crucifer",2,"1",3
"6097","2009","500208","7","crucifer",0,"0",3
"6098","2009","500208","8","crucifer",2,"1",3
"6099","2009","500208","9","crucifer",2,"1",3
"6100","2009","500208","10","crucifer",2,"1",3
"6101","2009","500209","1","crucifer",2,"1",3
"6102","2009","500209","2","crucifer",2,"1",3
"6103","2009","500209","3","crucifer",2,"1",3
"6104","2009","500209","4","crucifer",2,"1",3
"6105","2009","500209","5","crucifer",2,"1",3
"6106","2009","500209","6","crucifer",2,"1",3
"6107","2009","500209","7","crucifer",2,"1",3
"6108","2009","500209","8","crucifer",2,"1",3
"6109","2009","500209","9","crucifer",2,"1",3
"6110","2009","500209","10","crucifer",2,"1",3
"6111","2009","500214","1","crucifer",0,"0",3
"6112","2009","500214","2","crucifer",1,"1",3
"6113","2009","500214","3","crucifer",1,"1",3
"6114","2009","500214","4","crucifer",1,"1",3
"6115","2009","500214","5","crucifer",1,"1",3
"6116","2009","500214","6","crucifer",1,"1",3
"6117","2009","500214","7","crucifer",2,"1",3
"6118","2009","500214","8","crucifer",1,"1",3
"6119","2009","500214","9","crucifer",1,"1",3
"6120","2009","500214","10","crucifer",1,"1",3
"6121","2009","500215","1","crucifer",1,"1",3
"6122","2009","500215","2","crucifer",1,"1",3
"6123","2009","500215","3","crucifer",1,"1",3
"6124","2009","500215","4","crucifer",1,"1",3
"6125","2009","500215","5","crucifer",1,"1",3
"6126","2009","500215","6","crucifer",1,"1",3
"6127","2009","500215","7","crucifer",1,"1",3
"6128","2009","500215","8","crucifer",1,"1",3
"6129","2009","500215","9","crucifer",1,"1",3
"6130","2009","500215","10","crucifer",1,"1",3
"6131","2009","500216","1","crucifer",2,"1",3
"6132","2009","500216","2","crucifer",1,"1",3
"6133","2009","500216","3","crucifer",1,"1",3
"6134","2009","500216","4","crucifer",1,"1",3
"6135","2009","500216","5","crucifer",1,"1",3
"6136","2009","500216","6","crucifer",2,"1",3
"6137","2009","500216","7","crucifer",1,"1",3
"6138","2009","500216","8","crucifer",1,"1",3
"6139","2009","500216","9","crucifer",2,"1",3
"6140","2009","500216","10","crucifer",1,"1",3
"6141","2009","500217","1","crucifer",2,"1",3
"6142","2009","500217","2","crucifer",1,"1",3
"6143","2009","500217","3","crucifer",2,"1",3
"6144","2009","500217","4","crucifer",1,"1",3
"6145","2009","500217","5","crucifer",2,"1",3
"6146","2009","500217","6","crucifer",2,"1",3
"6147","2009","500217","7","crucifer",2,"1",3
"6148","2009","500217","8","crucifer",2,"1",3
"6149","2009","500217","9","crucifer",1,"1",3
"6150","2009","500217","10","crucifer",2,"1",3
"6151","2009","500218","1","crucifer",2,"1",3
"6152","2009","500218","2","crucifer",2,"1",3
"6153","2009","500218","3","crucifer",2,"1",3
"6154","2009","500218","4","crucifer",2,"1",3
"6155","2009","500218","5","crucifer",2,"1",3
"6156","2009","500218","6","crucifer",2,"1",3
"6157","2009","500218","7","crucifer",2,"1",3
"6158","2009","500218","8","crucifer",2,"1",3
"6159","2009","500218","9","crucifer",2,"1",3
"6160","2009","500218","10","crucifer",2,"1",3
"6161","2009","500222","1","crucifer",0,"0",3
"6162","2009","500222","2","crucifer",0,"0",3
"6163","2009","500222","3","crucifer",0,"0",3
"6164","2009","500222","4","crucifer",0,"0",3
"6165","2009","500222","5","crucifer",0,"0",3
"6166","2009","500222","6","crucifer",0,"0",3
"6167","2009","500222","7","crucifer",0,"0",3
"6168","2009","500222","8","crucifer",0,"0",3
"6169","2009","500222","9","crucifer",0,"0",3
"6170","2009","500222","10","crucifer",0,"0",3
"6171","2009","500223","1","crucifer",0,"0",3
"6172","2009","500223","2","crucifer",0,"0",3
"6173","2009","500223","3","crucifer",2,"1",3
"6174","2009","500223","4","crucifer",2,"1",3
"6175","2009","500223","5","crucifer",2,"1",3
"6176","2009","500223","6","crucifer",2,"1",3
"6177","2009","500223","7","crucifer",2,"1",3
"6178","2009","500223","8","crucifer",2,"1",3
"6179","2009","500223","9","crucifer",2,"1",3
"6180","2009","500223","10","crucifer",2,"1",3
"6181","2009","500224","1","crucifer",1,"1",3
"6182","2009","500224","2","crucifer",1,"1",3
"6183","2009","500224","3","crucifer",1,"1",3
"6184","2009","500224","4","crucifer",2,"1",3
"6185","2009","500224","5","crucifer",1,"1",3
"6186","2009","500224","6","crucifer",0,"0",3
"6187","2009","500224","7","crucifer",0,"0",3
"6188","2009","500224","8","crucifer",1,"1",3
"6189","2009","500224","9","crucifer",1,"1",3
"6190","2009","500224","10","crucifer",2,"1",3
"6191","2009","500226","1","crucifer",0,"0",3
"6192","2009","500226","2","crucifer",1,"1",3
"6193","2009","500226","3","crucifer",1,"1",3
"6194","2009","500226","4","crucifer",1,"1",3
"6195","2009","500226","5","crucifer",0,"0",3
"6196","2009","500226","6","crucifer",0,"0",3
"6197","2009","500226","7","crucifer",0,"0",3
"6198","2009","500226","8","crucifer",0,"0",3
"6199","2009","500226","9","crucifer",0,"0",3
"6200","2009","500226","10","crucifer",0,"0",3
"6201","2009","500228","1","crucifer",0,"0",3
"6202","2009","500228","2","crucifer",0,"0",3
"6203","2009","500228","3","crucifer",0,"0",3
"6204","2009","500228","4","crucifer",0,"0",3
"6205","2009","500228","5","crucifer",0,"0",3
"6206","2009","500228","6","crucifer",0,"0",3
"6207","2009","500228","7","crucifer",0,"0",3
"6208","2009","500228","8","crucifer",0,"0",3
"6209","2009","500228","9","crucifer",0,"0",3
"6210","2009","500228","10","crucifer",0,"0",3
"6211","2009","500229","1","crucifer",1,"1",3
"6212","2009","500229","2","crucifer",0,"0",3
"6213","2009","500229","3","crucifer",1,"1",3
"6214","2009","500229","4","crucifer",0,"0",3
"6215","2009","500229","5","crucifer",1,"1",3
"6216","2009","500229","6","crucifer",1,"1",3
"6217","2009","500229","7","crucifer",1,"1",3
"6218","2009","500229","8","crucifer",1,"1",3
"6219","2009","500229","9","crucifer",1,"1",3
"6220","2009","500229","10","crucifer",1,"1",3
"6221","2009","500234","1","crucifer",1,"1",3
"6222","2009","500234","2","crucifer",1,"1",3
"6223","2009","500234","3","crucifer",1,"1",3
"6224","2009","500234","4","crucifer",0,"0",3
"6225","2009","500234","5","crucifer",0,"0",3
"6226","2009","500234","6","crucifer",0,"0",3
"6227","2009","500234","7","crucifer",0,"0",3
"6228","2009","500234","8","crucifer",0,"0",3
"6229","2009","500234","9","crucifer",0,"0",3
"6230","2009","500234","10","crucifer",0,"0",3
"6231","2009","500241","1","crucifer",0,"0",3
"6232","2009","500241","2","crucifer",0,"0",3
"6233","2009","500241","3","crucifer",0,"0",3
"6234","2009","500241","4","crucifer",0,"0",3
"6235","2009","500241","5","crucifer",0,"0",3
"6236","2009","500241","6","crucifer",0,"0",3
"6237","2009","500241","7","crucifer",0,"0",3
"6238","2009","500241","8","crucifer",0,"0",3
"6239","2009","500241","9","crucifer",0,"0",3
"6240","2009","500241","10","crucifer",0,"0",3
"6241","2009","500271","1","crucifer",0,"0",3
"6242","2009","500271","2","crucifer",0,"0",3
"6243","2009","500271","3","crucifer",0,"0",3
"6244","2009","500271","4","crucifer",0,"0",3
"6245","2009","500271","5","crucifer",0,"0",3
"6246","2009","500271","6","crucifer",0,"0",3
"6247","2009","500271","7","crucifer",0,"0",3
"6248","2009","500271","8","crucifer",2,"1",3
"6249","2009","500271","9","crucifer",1,"1",3
"6250","2009","500271","10","crucifer",0,"0",3
"6251","2009","500273","1","crucifer",2,"1",3
"6252","2009","500273","2","crucifer",2,"1",3
"6253","2009","500273","3","crucifer",2,"1",3
"6254","2009","500273","4","crucifer",2,"1",3
"6255","2009","500273","5","crucifer",2,"1",3
"6256","2009","500273","6","crucifer",2,"1",3
"6257","2009","500273","7","crucifer",2,"1",3
"6258","2009","500273","8","crucifer",2,"1",3
"6259","2009","500273","9","crucifer",2,"1",3
"6260","2009","500273","10","crucifer",2,"1",3
"6261","2009","500280","1","crucifer",1,"1",3
"6262","2009","500280","2","crucifer",1,"1",3
"6263","2009","500280","3","crucifer",2,"1",3
"6264","2009","500280","4","crucifer",1,"1",3
"6265","2009","500280","5","crucifer",2,"1",3
"6266","2009","500280","6","crucifer",2,"1",3
"6267","2009","500280","7","crucifer",2,"1",3
"6268","2009","500280","8","crucifer",3,"1",3
"6269","2009","500280","9","crucifer",1,"1",3
"6270","2009","500280","10","crucifer",1,"1",3
"6271","2009","500295","1","crucifer",1,"1",3
"6272","2009","500295","2","crucifer",2,"1",3
"6273","2009","500295","3","crucifer",1,"1",3
"6274","2009","500295","4","crucifer",2,"1",3
"6275","2009","500295","5","crucifer",1,"1",3
"6276","2009","500295","6","crucifer",2,"1",3
"6277","2009","500295","7","crucifer",2,"1",3
"6278","2009","500295","8","crucifer",2,"1",3
"6279","2009","500295","9","crucifer",1,"1",3
"6280","2009","500295","10","crucifer",1,"1",3
"6281","2009","500297","1","crucifer",1,"1",3
"6282","2009","500297","2","crucifer",1,"1",3
"6283","2009","500297","3","crucifer",1,"1",3
"6284","2009","500297","4","crucifer",1,"1",3
"6285","2009","500297","5","crucifer",1,"1",3
"6286","2009","500297","6","crucifer",1,"1",3
"6287","2009","500297","7","crucifer",0,"0",3
"6288","2009","500297","8","crucifer",1,"1",3
"6289","2009","500297","9","crucifer",1,"1",3
"6290","2009","500297","10","crucifer",1,"1",3
"6291","2009","500305","1","crucifer",0,"0",3
"6292","2009","500305","2","crucifer",0,"0",3
"6293","2009","500305","3","crucifer",0,"0",3
"6294","2009","500305","4","crucifer",1,"1",3
"6295","2009","500305","5","crucifer",1,"1",3
"6296","2009","500305","6","crucifer",1,"1",3
"6297","2009","500305","7","crucifer",1,"1",3
"6298","2009","500305","8","crucifer",1,"1",3
"6299","2009","500305","9","crucifer",1,"1",3
"6300","2009","500305","10","crucifer",1,"1",3
"6301","2009","500315","1","crucifer",0,"0",3
"6302","2009","500315","2","crucifer",1,"1",3
"6303","2009","500315","3","crucifer",1,"1",3
"6304","2009","500315","4","crucifer",1,"1",3
"6305","2009","500315","5","crucifer",1,"1",3
"6306","2009","500315","6","crucifer",1,"1",3
"6307","2009","500315","7","crucifer",0,"0",3
"6308","2009","500315","8","crucifer",1,"1",3
"6309","2009","500315","9","crucifer",2,"1",3
"6310","2009","500315","10","crucifer",1,"1",3
"6311","2009","500316","1","crucifer",0,"0",3
"6312","2009","500316","2","crucifer",2,"1",3
"6313","2009","500316","3","crucifer",1,"1",3
"6314","2009","500316","4","crucifer",2,"1",3
"6315","2009","500316","5","crucifer",2,"1",3
"6316","2009","500316","6","crucifer",2,"1",3
"6317","2009","500316","7","crucifer",2,"1",3
"6318","2009","500316","8","crucifer",0,"0",3
"6319","2009","500316","9","crucifer",1,"1",3
"6320","2009","500316","10","crucifer",2,"1",3
"6321","2009","500317","1","crucifer",2,"1",3
"6322","2009","500317","2","crucifer",2,"1",3
"6323","2009","500317","3","crucifer",1,"1",3
"6324","2009","500317","4","crucifer",2,"1",3
"6325","2009","500317","5","crucifer",2,"1",3
"6326","2009","500317","6","crucifer",2,"1",3
"6327","2009","500317","7","crucifer",1,"1",3
"6328","2009","500317","8","crucifer",2,"1",3
"6329","2009","500317","9","crucifer",2,"1",3
"6330","2009","500317","10","crucifer",2,"1",3
"6331","2009","500321","1","crucifer",0,"0",3
"6332","2009","500321","2","crucifer",0,"0",3
"6333","2009","500321","3","crucifer",1,"1",3
"6334","2009","500321","4","crucifer",0,"0",3
"6335","2009","500321","5","crucifer",0,"0",3
"6336","2009","500321","6","crucifer",0,"0",3
"6337","2009","500321","7","crucifer",0,"0",3
"6338","2009","500321","8","crucifer",0,"0",3
"6339","2009","500321","9","crucifer",1,"1",3
"6340","2009","500321","10","crucifer",0,"0",3
"6341","2009","500323","1","crucifer",0,"0",3
"6342","2009","500323","2","crucifer",1,"1",3
"6343","2009","500323","3","crucifer",1,"1",3
"6344","2009","500323","4","crucifer",1,"1",3
"6345","2009","500323","5","crucifer",1,"1",3
"6346","2009","500323","6","crucifer",1,"1",3
"6347","2009","500323","7","crucifer",1,"1",3
"6348","2009","500323","8","crucifer",1,"1",3
"6349","2009","500323","9","crucifer",0,"0",3
"6350","2009","500323","10","crucifer",1,"1",3
"6351","2009","500324","1","crucifer",2,"1",3
"6352","2009","500324","2","crucifer",2,"1",3
"6353","2009","500324","3","crucifer",2,"1",3
"6354","2009","500324","4","crucifer",2,"1",3
"6355","2009","500324","5","crucifer",2,"1",3
"6356","2009","500324","6","crucifer",1,"1",3
"6357","2009","500324","7","crucifer",2,"1",3
"6358","2009","500324","8","crucifer",0,"0",3
"6359","2009","500324","9","crucifer",0,"0",3
"6360","2009","500324","10","crucifer",1,"1",3
"6361","2009","500327","1","crucifer",0,"0",3
"6362","2009","500327","2","crucifer",0,"0",3
"6363","2009","500327","3","crucifer",0,"0",3
"6364","2009","500327","4","crucifer",0,"0",3
"6365","2009","500327","5","crucifer",0,"0",3
"6366","2009","500327","6","crucifer",0,"0",3
"6367","2009","500327","7","crucifer",0,"0",3
"6368","2009","500327","8","crucifer",0,"0",3
"6369","2009","500327","9","crucifer",0,"0",3
"6370","2009","500327","10","crucifer",0,"0",3
"6371","2009","500330","1","crucifer",1,"1",3
"6372","2009","500330","2","crucifer",1,"1",3
"6373","2009","500330","3","crucifer",0,"0",3
"6374","2009","500330","4","crucifer",2,"1",3
"6375","2009","500330","5","crucifer",0,"0",3
"6376","2009","500330","6","crucifer",0,"0",3
"6377","2009","500330","7","crucifer",0,"0",3
"6378","2009","500330","8","crucifer",0,"0",3
"6379","2009","500330","9","crucifer",2,"1",3
"6380","2009","500330","10","crucifer",0,"0",3
"6381","2009","500334","1","crucifer",0,"0",3
"6382","2009","500334","2","crucifer",0,"0",3
"6383","2009","500334","3","crucifer",0,"0",3
"6384","2009","500334","4","crucifer",0,"0",3
"6385","2009","500334","5","crucifer",0,"0",3
"6386","2009","500334","6","crucifer",0,"0",3
"6387","2009","500334","7","crucifer",0,"0",3
"6388","2009","500334","8","crucifer",0,"0",3
"6389","2009","500334","9","crucifer",0,"0",3
"6390","2009","500334","10","crucifer",0,"0",3
"6391","2009","500336","1","crucifer",0,"0",3
"6392","2009","500336","2","crucifer",1,"1",3
"6393","2009","500336","3","crucifer",2,"1",3
"6394","2009","500336","4","crucifer",2,"1",3
"6395","2009","500336","5","crucifer",1,"1",3
"6396","2009","500336","6","crucifer",1,"1",3
"6397","2009","500336","7","crucifer",1,"1",3
"6398","2009","500336","8","crucifer",1,"1",3
"6399","2009","500336","9","crucifer",1,"1",3
